Transmission,Year,Kms_Driven,Seller_Type,Present_Price,Owner,Selling_Price,Fuel_Type,source_dataset,Car_Age,Average_KM_Per_Year,Vehicle_Age_Group,First_Owner_Flag
Manual,2012,35000,Dealer,6.79,0,3.75,Petrol,car_prediction_data,14,2500.0,12+ yrs,1
Manual,2015,36000,Dealer,9.4,0,5.95,Petrol,car_prediction_data,11,3272.7272727272725,8-12 yrs,1
Manual,2013,30000,Dealer,4.6,0,4.0,Petrol,car_prediction_data,13,2307.6923076923076,12+ yrs,1
Manual,2016,17000,Dealer,7.6,0,5.25,Petrol,car_prediction_data,10,1700.0,8-12 yrs,1
Manual,2016,35934,Dealer,13.6,0,12.9,Diesel,car_prediction_data,10,3593.4,8-12 yrs,1
Manual,2013,56701,Dealer,9.9,0,5.0,Petrol,car_prediction_data,13,4361.615384615385,12+ yrs,1
Automatic,2015,31427,Dealer,6.82,0,5.4,Petrol,car_prediction_data,11,2857.0,8-12 yrs,1
Manual,2014,48000,Dealer,9.9,0,7.2,Diesel,car_prediction_data,12,4000.0,8-12 yrs,1
Manual,2013,54242,Dealer,9.9,0,5.25,Petrol,car_prediction_data,13,4172.461538461538,12+ yrs,1
Manual,2012,53675,Dealer,5.35,0,3.0,Petrol,car_prediction_data,14,3833.9285714285716,12+ yrs,1
Manual,2016,49562,Dealer,13.6,0,10.25,Petrol,car_prediction_data,10,4956.2,8-12 yrs,1
Manual,2015,40324,Dealer,13.6,0,8.5,Petrol,car_prediction_data,11,3665.818181818182,8-12 yrs,1
Manual,2015,25000,Dealer,13.6,0,8.4,Petrol,car_prediction_data,11,2272.7272727272725,8-12 yrs,1
Manual,2014,36054,Dealer,7.0,0,3.9,Petrol,car_prediction_data,12,3004.5,8-12 yrs,1
Manual,2016,29223,Dealer,13.6,0,9.15,Petrol,car_prediction_data,10,2922.3,8-12 yrs,1
Manual,2016,5600,Dealer,5.97,0,5.5,Petrol,car_prediction_data,10,560.0,8-12 yrs,1
Manual,2015,40023,Dealer,5.8,0,4.0,Petrol,car_prediction_data,11,3638.4545454545455,8-12 yrs,1
Manual,2016,16002,Dealer,7.7,0,6.6,Petrol,car_prediction_data,10,1600.2,8-12 yrs,1
Manual,2015,40026,Dealer,7.0,0,4.0,Petrol,car_prediction_data,11,3638.7272727272725,8-12 yrs,1
Manual,2017,21200,Dealer,8.7,0,6.5,Petrol,car_prediction_data,9,2355.5555555555557,8-12 yrs,1
Manual,2014,35000,Dealer,7.0,0,3.65,Petrol,car_prediction_data,12,2916.6666666666665,8-12 yrs,1
Manual,2016,19434,Dealer,9.4,0,8.35,Diesel,car_prediction_data,10,1943.4,8-12 yrs,1
Manual,2017,19000,Dealer,5.8,0,4.8,Petrol,car_prediction_data,9,2111.1111111111113,8-12 yrs,1
Manual,2015,18828,Dealer,10.0,0,6.7,Petrol,car_prediction_data,11,1711.6363636363637,8-12 yrs,1
Manual,2011,69341,Dealer,10.0,0,4.1,Petrol,car_prediction_data,15,4622.733333333334,12+ yrs,1
Manual,2009,69562,Dealer,10.0,0,3.0,Petrol,car_prediction_data,17,4091.8823529411766,12+ yrs,1
Manual,2015,27600,Dealer,10.0,0,7.5,Petrol,car_prediction_data,11,2509.090909090909,8-12 yrs,1
Manual,2010,61203,Dealer,7.5,0,2.25,Petrol,car_prediction_data,16,3825.1875,12+ yrs,1
Manual,2014,16500,Dealer,6.8,0,5.3,Petrol,car_prediction_data,12,1375.0,8-12 yrs,1
Automatic,2016,30753,Dealer,13.6,0,10.9,Petrol,car_prediction_data,10,3075.3,8-12 yrs,1
Manual,2015,24800,Dealer,13.6,0,8.65,Petrol,car_prediction_data,11,2254.5454545454545,8-12 yrs,1
Manual,2015,21780,Dealer,13.6,0,9.7,Petrol,car_prediction_data,11,1980.0,8-12 yrs,1
Manual,2016,4000,Dealer,8.4,0,6.0,Petrol,car_prediction_data,10,400.0,8-12 yrs,1
Manual,2014,40126,Dealer,13.6,0,6.25,Petrol,car_prediction_data,12,3343.8333333333335,8-12 yrs,1
Manual,2015,14465,Dealer,5.9,0,5.25,Petrol,car_prediction_data,11,1315.0,8-12 yrs,1
Manual,2006,50456,Dealer,7.6,0,2.1,Petrol,car_prediction_data,20,2522.8,12+ yrs,1
Manual,2014,63000,Dealer,14.0,0,8.25,Diesel,car_prediction_data,12,5250.0,8-12 yrs,1
Manual,2016,9010,Dealer,11.8,0,8.99,Petrol,car_prediction_data,10,901.0,8-12 yrs,1
Manual,2013,9800,Dealer,5.9,0,3.5,Petrol,car_prediction_data,13,753.8461538461538,12+ yrs,1
Automatic,2016,15059,Dealer,8.5,0,7.4,Petrol,car_prediction_data,10,1505.9,8-12 yrs,1
Manual,2016,28569,Dealer,7.9,0,5.65,Petrol,car_prediction_data,10,2856.9,8-12 yrs,1
Automatic,2015,44000,Dealer,7.5,0,5.75,Petrol,car_prediction_data,11,4000.0,8-12 yrs,1
Manual,2015,34000,Dealer,13.6,0,8.4,Petrol,car_prediction_data,11,3090.909090909091,8-12 yrs,1
Manual,2016,10980,Dealer,13.6,0,10.11,Petrol,car_prediction_data,10,1098.0,8-12 yrs,1
Manual,2014,19000,Dealer,6.4,0,4.5,Petrol,car_prediction_data,12,1583.3333333333333,8-12 yrs,1
Manual,2015,31427,Dealer,6.1,0,5.4,Petrol,car_prediction_data,11,2857.0,8-12 yrs,1
Manual,2016,12000,Dealer,8.4,0,6.4,Petrol,car_prediction_data,10,1200.0,8-12 yrs,1
Manual,2010,38000,Dealer,9.9,0,3.25,Petrol,car_prediction_data,16,2375.0,12+ yrs,1
Manual,2014,33019,Dealer,6.8,0,3.75,Petrol,car_prediction_data,12,2751.5833333333335,8-12 yrs,1
Manual,2015,60076,Dealer,13.09,0,8.55,Diesel,car_prediction_data,11,5461.454545454545,8-12 yrs,1
Manual,2016,33988,Dealer,11.6,0,9.5,Diesel,car_prediction_data,10,3398.8,8-12 yrs,1
Manual,2015,60000,Dealer,5.9,0,4.0,Petrol,car_prediction_data,11,5454.545454545455,8-12 yrs,1
Manual,2009,87934,Dealer,11.0,0,3.35,Petrol,car_prediction_data,17,5172.588235294118,12+ yrs,1
Manual,2017,9000,Dealer,12.5,0,11.5,Diesel,car_prediction_data,9,1000.0,8-12 yrs,1
Manual,2016,5464,Dealer,5.9,0,5.3,Petrol,car_prediction_data,10,546.4,8-12 yrs,1
